Nombre Apellido Departamento Salario
ANDRES GUERRA "Gestión Humana" 6782308
ANDRES PEREZ "Gestión Humana" 3724333
ANDRES BETANCUR Marketig 3956206
ANDRES BETANCUR Finanzas 2820628
ANDRES SALAZAR Marketig 3132375
ANDRES RODRIGUEZ Marketig 3510324
ANDRES CARANGUAY "Gestión Humana" 2455944
ANDRES CASTRO Tecnología 1752694
ANDRES TOBAR "Gestión de operaciones" 6262656
ANDRES HURTADO Tecnología 3604885
ANDRES ALVAREZ Tecnología 6005038
ANDRES MARULANDA Marketig 1812192
ANDRES VANEGAS "Gestión Humana" 3154011
ANDRES VIRGUEZ Finanzas 4663858
ANDRES GONZALEZ "Gestión de operaciones" 3064609
ANDRES MARRUGO Tecnología 4701125
ANDRES GALVIS Tecnología 4110990
ANDRES PORTILLA Marketig 4258161
ANDRES GOMEZ Finanzas 1970540
ANDRES RENDON Marketig 4577548
ANDRES BOLAÑOS "Gestión Humana" 2211699
ANDRES GALLARDO "Gestión de operaciones" 5979609
ANDRES ARRIETA Tecnología 2237597
ANDRES VEGA "Gestión Humana" 6673457
ANDRES CONGIU "Gestión de operaciones" 3719423
ANDRES BAENA "Gestión de operaciones" 5627702
NICOLAS NARANJO "Gestión de operaciones" 3265924
NICOLAS SANTA "Gestión de operaciones" 1499412
NICOLAS GONZALEZ Finanzas 6390454
NICOLAS CUADROS Finanzas 2129112
NICOLAS MONCADA "Gestión Humana" 6600940
NICOLAS SUESCUN "Gestión de operaciones" 2133700
NICOLAS RAMIREZ "Gestión Humana" 2851104
NICOLAS NOVA "Gestión Humana" 5559326
NICOLAS MEJÍA Marketig 5060878
NICOLAS DUQUE "Gestión de operaciones" 6249165
NICOLAS HIGUITA "Gestión de operaciones" 5256989
NICOLAS MOLANO Marketig 6689278
NICOLAS AGUIRRE "Gestión Humana" 3810284
NICOLAS PEÑA "Gestión de operaciones" 5871017
NICOLAS WILCHES "Gestión Humana" 4807813
NICOLAS PEREZ Finanzas 3118139
NICOLAS GUERRA "Gestión Humana" 1319297
NICOLAS PEREZ Finanzas 3174538
NICOLAS BETANCUR "Gestión Humana" 1996323
NICOLAS BETANCUR "Gestión de operaciones" 4545714
NICOLAS SALAZAR Finanzas 1664504
NICOLAS RODRIGUEZ Tecnología 5130214
NICOLAS CARANGUAY Finanzas 1735744
NICOLAS CASTRO Marketig 4258564
NICOLAS TOBAR "Gestión Humana" 6253955
NICOLAS HURTADO Tecnología 6664298
NICOLAS ALVAREZ Tecnología 2364489
NICOLAS MARULANDA Finanzas 4215884
NICOLAS VANEGAS Marketig 3940999
NICOLAS VIRGUEZ Finanzas 1502069
NICOLAS GONZALEZ Marketig 4979807
NICOLAS MARRUGO Tecnología 6489975
NICOLAS GALVIS Marketig 5424503
NICOLAS PORTILLA "Gestión Humana" 2916249
NICOLAS GOMEZ "Gestión Humana" 1898961
NICOLAS RENDON "Gestión de operaciones" 1730828
NICOLAS BOLAÑOS "Gestión Humana" 5236224
NICOLAS GALLARDO "Gestión de operaciones" 3457428
NICOLAS ARRIETA Tecnología 1640467
NICOLAS VEGA "Gestión Humana" 4337419
NICOLAS CONGIU Marketig 4038006
NICOLAS BAENA "Gestión de operaciones" 1874750
PABLO NARANJO Finanzas 5657298
PABLO SANTA Finanzas 2503518
PABLO GONZALEZ Tecnología 2610356
PABLO CUADROS "Gestión de operaciones" 3126067
PABLO MONCADA Marketig 6672743
PABLO SUESCUN Marketig 3013449
PABLO RAMIREZ Marketig 2565804
PABLO NOVA Tecnología 4281006
PABLO MEJÍA Marketig 6659367
PABLO DUQUE Marketig 6664415
PABLO HIGUITA "Gestión Humana" 1744204
PABLO MOLANO Finanzas 1906197
PABLO AGUIRRE "Gestión Humana" 2549581
PABLO PEÑA Finanzas 4787929
PABLO WILCHES Finanzas 1288622
PABLO PEREZ Tecnología 1887025
PABLO GUERRA Finanzas 5894822
PABLO PEREZ Marketig 6753608
PABLO BETANCUR Marketig 4752415
PABLO BETANCUR Tecnología 4704943
PABLO SALAZAR "Gestión de operaciones" 3710378
PABLO RODRIGUEZ "Gestión Humana" 1735409
PABLO CARANGUAY "Gestión de operaciones" 6285513
PABLO CASTRO Finanzas 3908222
PABLO TOBAR Tecnología 4194968
PABLO HURTADO Finanzas 2217866
PABLO ALVAREZ Marketig 6169343
PABLO MARULANDA Tecnología 4905109
PABLO VANEGAS Marketig 5843572
PABLO VIRGUEZ Marketig 3722469
PABLO GONZALEZ "Gestión de operaciones" 5008881
PABLO MARRUGO Finanzas 2068879
PABLO GALVIS Tecnología 2911153
PABLO PORTILLA Marketig 3871850
PABLO GOMEZ Marketig 5780518
PABLO RENDON Finanzas 5094781
PABLO BOLAÑOS Marketig 6386635
PABLO GALLARDO Marketig 3552491
PABLO ARRIETA "Gestión Humana" 6367397
PABLO VEGA Marketig 5507139
PABLO CONGIU Finanzas 3121372
PABLO BAENA "Gestión Humana" 1199161
NARYAN NARANJO Finanzas 5919650
NARYAN SANTA Marketig 2033521
NARYAN GONZALEZ "Gestión Humana" 3210044
NARYAN CUADROS Finanzas 6332152
NARYAN MONCADA "Gestión Humana" 2068031
NARYAN SUESCUN Marketig 1741137
NARYAN RAMIREZ Tecnología 3109326
NARYAN NOVA Finanzas 3289722
NARYAN MEJÍA Tecnología 1405885
NARYAN DUQUE "Gestión Humana" 2518330
NARYAN HIGUITA "Gestión Humana" 6001558
NARYAN MOLANO Tecnología 3412821
NARYAN AGUIRRE Marketig 5662199
NARYAN PEÑA "Gestión Humana" 2387177
NARYAN WILCHES "Gestión de operaciones" 3665870
NARYAN PEREZ Marketig 1765922
NARYAN GUERRA "Gestión de operaciones" 4425629
NARYAN PEREZ Finanzas 2012284
NARYAN BETANCUR Finanzas 3638188
NARYAN BETANCUR Marketig 1771926
NARYAN SALAZAR Finanzas 1760790
NARYAN RODRIGUEZ "Gestión de operaciones" 5847518
NARYAN CARANGUAY "Gestión de operaciones" 4112150
NARYAN CASTRO Marketig 1851873
NARYAN TOBAR Tecnología 2286117
NARYAN HURTADO Tecnología 4143479
NARYAN ALVAREZ "Gestión de operaciones" 5455038
NARYAN MARULANDA Finanzas 6108723
NARYAN VANEGAS Finanzas 1236729
NARYAN VIRGUEZ Marketig 3386206
NARYAN GONZALEZ Marketig 1755708
NARYAN MARRUGO Finanzas 3823894
NARYAN GALVIS Finanzas 1877623
NARYAN PORTILLA Finanzas 4636888
NARYAN GOMEZ "Gestión de operaciones" 5562643
NARYAN RENDON Tecnología 1976667
NARYAN BOLAÑOS Tecnología 3582275
NARYAN GALLARDO "Gestión de operaciones" 2221986
NARYAN ARRIETA Finanzas 2733389
NARYAN VEGA Marketig 3146729
NARYAN CONGIU "Gestión de operaciones" 1714326
NARYAN BAENA Marketig 1260358
SANTIAGO NARANJO "Gestión Humana" 4406141
SANTIAGO SANTA "Gestión Humana" 6848292
SANTIAGO GONZALEZ "Gestión de operaciones" 4976059
SANTIAGO CUADROS "Gestión Humana" 3139489
SANTIAGO MONCADA Finanzas 1937770
SANTIAGO SUESCUN "Gestión de operaciones" 5754571
SANTIAGO RAMIREZ Finanzas 4706923
SANTIAGO NOVA "Gestión Humana" 3296630
SANTIAGO MEJÍA Finanzas 1584237
SANTIAGO DUQUE Finanzas 4157201
SANTIAGO HIGUITA Tecnología 6672806
SANTIAGO MOLANO Tecnología 6286798
SANTIAGO AGUIRRE Marketig 6265053
SANTIAGO PEÑA Tecnología 6905496
SANTIAGO WILCHES Tecnología 2065161
SANTIAGO PEREZ "Gestión de operaciones" 3640394
SANTIAGO GUERRA Finanzas 2854467
SANTIAGO PEREZ Tecnología 3927358
SANTIAGO BETANCUR "Gestión Humana" 4240367
SANTIAGO BETANCUR "Gestión de operaciones" 6285207
SANTIAGO SALAZAR "Gestión de operaciones" 3937386
SANTIAGO RODRIGUEZ Marketig 5080812
SANTIAGO CARANGUAY "Gestión de operaciones" 1811443
SANTIAGO CASTRO Tecnología 1325317
SANTIAGO TOBAR Marketig 2385317
SANTIAGO HURTADO Marketig 4230598
SANTIAGO ALVAREZ Marketig 3687375
SANTIAGO MARULANDA Marketig 1602821
SANTIAGO VANEGAS Marketig 5431027
SANTIAGO VIRGUEZ Marketig 2655036
SANTIAGO GONZALEZ Marketig 5773478
SANTIAGO MARRUGO Tecnología 6359804
SANTIAGO GALVIS "Gestión de operaciones" 2031145
SANTIAGO PORTILLA Marketig 5643282
SANTIAGO GOMEZ Finanzas 4247600
SANTIAGO RENDON Tecnología 1769658
SANTIAGO BOLAÑOS "Gestión Humana" 3819692
SANTIAGO GALLARDO "Gestión Humana" 3140932
SANTIAGO ARRIETA "Gestión de operaciones" 4967067
SANTIAGO VEGA Marketig 3038453
SANTIAGO CONGIU "Gestión Humana" 1282846
SANTIAGO BAENA Tecnología 5827010
MANUEL NARANJO Tecnología 2160620
MANUEL SANTA Finanzas 4716627
MANUEL GONZALEZ "Gestión de operaciones" 5308159
MANUEL CUADROS Finanzas 4674908
MANUEL MONCADA Finanzas 6100170
MANUEL SUESCUN Tecnología 4366818
MANUEL RAMIREZ "Gestión de operaciones" 2516788
MANUEL NOVA Tecnología 4722721
MANUEL MEJÍA "Gestión de operaciones" 6057282
MANUEL DUQUE Marketig 6547793
MANUEL HIGUITA "Gestión de operaciones" 5187889
MANUEL MOLANO Tecnología 5757902
MANUEL AGUIRRE "Gestión Humana" 3970453
MANUEL PEÑA "Gestión de operaciones" 2535185
MANUEL WILCHES Marketig 3724333
MANUEL PEREZ Tecnología 3986448
MANUEL GUERRA Finanzas 6795269
MANUEL PEREZ "Gestión de operaciones" 5639915
MANUEL BETANCUR Tecnología 3600593
MANUEL BETANCUR "Gestión de operaciones" 1722306
MANUEL SALAZAR Tecnología 6157912
MANUEL RODRIGUEZ Marketig 4834985
MANUEL CARANGUAY Finanzas 6666107
MANUEL CASTRO Tecnología 1936339
MANUEL TOBAR "Gestión Humana" 1940335
MANUEL HURTADO "Gestión Humana" 3524922
MANUEL ALVAREZ Marketig 3208410
MANUEL MARULANDA "Gestión Humana" 1747579
MANUEL VANEGAS "Gestión de operaciones" 1724016
MANUEL VIRGUEZ "Gestión Humana" 6229203
MANUEL GONZALEZ "Gestión de operaciones" 4752490
MANUEL MARRUGO Finanzas 4098389
MANUEL GALVIS "Gestión de operaciones" 4603686
MANUEL PORTILLA Marketig 5865365
MANUEL GOMEZ Finanzas 3963957
MANUEL RENDON Marketig 3416267
MANUEL BOLAÑOS "Gestión de operaciones" 2239740
MANUEL GALLARDO Tecnología 3484269
MANUEL ARRIETA Tecnología 4927819
MANUEL VEGA Tecnología 5610113
MANUEL CONGIU Finanzas 6328910
MANUEL BAENA Marketig 3746482
THOMAS NARANJO "Gestión Humana" 5688040
THOMAS SANTA "Gestión de operaciones" 6358745
THOMAS GONZALEZ Marketig 6182691
THOMAS CUADROS Finanzas 2465889
THOMAS MONCADA Marketig 1401582
THOMAS SUESCUN "Gestión de operaciones" 5706796
THOMAS RAMIREZ "Gestión de operaciones" 4516053
THOMAS NOVA "Gestión de operaciones" 4013222
THOMAS MEJÍA Marketig 6471052
THOMAS DUQUE "Gestión Humana" 1836996
THOMAS HIGUITA Marketig 6377008
THOMAS MOLANO Tecnología 4604921
THOMAS AGUIRRE Finanzas 1609597
THOMAS PEÑA "Gestión Humana" 5676066
THOMAS WILCHES Marketig 4419481
THOMAS PEREZ Finanzas 6948845
THOMAS GUERRA Tecnología 4973253
THOMAS PEREZ "Gestión Humana" 5089469
THOMAS BETANCUR Finanzas 3613287
THOMAS BETANCUR "Gestión de operaciones" 3284495
THOMAS SALAZAR Tecnología 3627035
THOMAS RODRIGUEZ Marketig 5890043
THOMAS CARANGUAY Marketig 4453535
THOMAS CASTRO Tecnología 2350190
THOMAS TOBAR Tecnología 2874199
THOMAS HURTADO Marketig 3893613
THOMAS ALVAREZ Marketig 2092584
THOMAS MARULANDA "Gestión Humana" 5001602
THOMAS VANEGAS Finanzas 6932827
THOMAS VIRGUEZ Finanzas 4898123
THOMAS GONZALEZ Finanzas 6850025
THOMAS MARRUGO "Gestión de operaciones" 3398570
THOMAS GALVIS "Gestión de operaciones" 2619865
THOMAS PORTILLA Tecnología 2307375
THOMAS GOMEZ Finanzas 6464586
THOMAS RENDON Marketig 6864961
THOMAS BOLAÑOS Finanzas 6491752
THOMAS GALLARDO Tecnología 4867193
THOMAS ARRIETA Finanzas 6062494
THOMAS VEGA "Gestión Humana" 4220443
THOMAS CONGIU "Gestión de operaciones" 2025526
THOMAS BAENA "Gestión Humana" 2817368
